date,category,original,trend,seasonal,resid
2020-08-08,水生根茎类,27.461,39.35400228827215,-16.863000310390827,4.969998022118681
2020-08-09,水生根茎类,25.9,39.331992955732,-20.99907762111143,7.567084665379433
2020-08-10,水生根茎类,30.683,39.309998543126966,-24.36156046579949,15.734561922672526
2020-08-11,水生根茎类,20.458,39.28801878556218,-22.678141199424175,3.8481224138619936
2020-08-12,水生根茎类,27.355,39.26605339199442,-21.424783619726018,9.5137302277316
2020-08-13,水生根茎类,19.324,39.24410205641846,-15.134358270150871,-4.785743786267588
2020-08-14,水生根茎类,29.991,39.222164459011424,-11.570991554682616,2.3398270956711897
2020-08-15,水生根茎类,25.642,39.2002402808219,-9.536717612827957,-4.021522667993949
2020-08-16,水生根茎类,24.454,39.17832920119269,-21.52733944699209,6.803010245799406
2020-08-17,水生根茎类,15.916,39.156430900231776,-29.154884988554194,5.914454088322422
2020-08-18,水生根茎类,21.753,39.13454504698492,-23.407008382162378,6.025463335177456
2020-08-19,水生根茎类,17.95,39.11267129698015,-19.506218384596025,-1.6564529123841254
2020-08-20,水生根茎类,22.966,39.090809294844775,-14.05000080520063,-2.074808489644141
2020-08-21,水生根茎类,34.598,39.0689586843824,-3.680861657697302,-0.7900970266851033
2020-08-22,水生根茎类,42.772,39.04711911120355,1.7641984012097696,1.9606824875866806
2020-08-23,水生根茎类,46.057,39.02529022032113,6.189007202493763,0.8427025771851078
2020-08-24,水生根茎类,20.305,39.00347165254182,-15.28460146004862,-3.4138701924931993
2020-08-25,水生根茎类,20.062,38.981663046372425,-17.438952115050395,-1.4807109313220295
2020-08-26,水生根茎类,18.95,38.959864043221984,-13.44072466470927,-6.569139378512716
2020-08-27,水生根茎类,19.487000000000002,38.93807428792828,-16.624403767453767,-2.826670520474515
2020-08-28,水生根茎类,20.997,38.9162934334561,-9.43550728621449,-8.48378614724161
2020-08-29,水生根茎类,65.814,38.894521139581244,20.097994700711823,6.821484159706927
2020-08-30,水生根茎类,30.005,38.872757074067806,-3.752944656501711,-5.1148124175661
2020-08-31,水生根茎类,52.949,38.851000898886966,8.884056796606982,5.213942304506048
2020-09-01,水生根茎类,47.658,38.829252277173545,1.5678028720847288,7.26094485074173
2020-09-02,水生根茎类,17.941,38.80751086336448,-8.590719034183309,-12.27579182918117
2020-09-03,水生根茎类,15.996,38.78577630345521,-11.743633636254936,-11.046142667200272
2020-09-04,水生根茎类,16.635,38.764048258404486,-20.52911937588681,-1.5999288825176734
2020-09-05,水生根茎类,42.554,38.7423264058504,3.4826423766086125,0.32903121754099374
2020-09-06,水生根茎类,46.963,38.72061042743358,-2.211165472919621,10.453555045486048
2020-09-07,水生根茎类,38.926,38.698900000347734,-16.005554428543718,16.232654428195985
2020-09-08,水生根茎类,19.127,38.67719478240224,-21.19253944104103,1.642344658638791
2020-09-09,水生根茎类,12.161,38.65549440615404,-9.253437547732847,-17.241056858421196
2020-09-10,水生根茎类,14.492,38.63379850079297,-8.605890601861267,-15.535907898931704
2020-09-11,水生根茎类,13.364,38.61210671933596,-19.00057756333018,-6.247529156005783
2020-09-12,水生根茎类,16.957,38.590418739624155,-12.423350323411025,-9.21006841621313
2020-09-13,水生根茎类,18.739,38.56873425346224,-13.353356914640397,-6.476377338821841
2020-09-14,水生根茎类,17.361,38.5470529666301,-17.28143538146632,-3.904617585163777
2020-09-15,水生根茎类,19.219,38.52537459575654,-18.716750632198234,-0.5896239635583029
2020-09-16,水生根茎类,18.818,38.50369886342259,-9.61498193539047,-10.07071692803212
2020-09-17,水生根茎类,17.437,38.482025496259546,7.956374577364388,-29.001400073623934
2020-09-18,水生根茎类,11.389,38.46035424113692,2.726346540854164,-29.797700781991082
2020-09-19,水生根茎类,39.431,38.43868489123121,25.579841133889815,-24.58752602512103
2020-09-20,水生根茎类,39.551,38.41701729141452,2.6411197216848428,-1.50713701309936
2020-09-21,水生根茎类,16.289,38.39535132564659,-23.4971874295929,1.390836103946313
2020-09-22,水生根茎类,37.808,38.37368688712419,4.696264231653281,-5.261951118777468
2020-09-23,水生根茎类,18.629,38.35202386993708,-11.027678730224238,-8.695345139712838
2020-09-24,水生根茎类,51.886,38.33036217718145,18.380155024381896,-4.824517201563346
2020-09-25,水生根茎类,22.732,38.308701725964845,-12.54924305745914,-3.0274586685057088
2020-09-26,水生根茎类,65.744,38.28704244340461,23.576968041630312,3.8799895149650823
2020-09-27,水生根茎类,28.289,38.26538426138913,-10.08972640356523,0.11334214217610139
2020-09-28,水生根茎类,11.860999999999999,38.24372710902385,-29.547308562514683,3.1645814534908325
2020-09-29,水生根茎类,24.135,38.22207091413459,-5.327299151927279,-8.759771762207311
2020-09-30,水生根茎类,36.839,38.200415604293255,0.5108354666145845,-1.8722510709078435
2020-10-01,水生根茎类,55.356,38.17876111795234,11.12857846541572,6.0486604166319395
2020-10-02,水生根茎类,21.931,38.15710739765068,-23.15191076804482,6.925803370394149
2020-10-03,水生根茎类,18.497,38.135454378481846,-23.739794988284046,4.1013406098022
2020-10-04,水生根茎类,19.253999999999998,38.113801985520844,-20.401403081027752,1.5416010955069055
2020-10-05,水生根茎类,79.752,38.09215013755116,35.003939385319796,6.655910477129041
2020-10-06,水生根茎类,25.784,38.07049874935597,-8.004290379857064,-4.28220836949891
2020-10-07,水生根茎类,52.907,38.048847729662675,15.058605067075492,-0.20045279673816907
2020-10-08,水生根茎类,31.952,38.027196991160366,2.656265639381916,-8.731462630542282
2020-10-09,水生根茎类,51.476,38.005546451462855,16.558717774007967,-3.088264225470823
2020-10-10,水生根茎类,22.07,37.98389604025238,-16.83255381922453,0.9186577789721468
2020-10-11,水生根茎类,57.223,37.9622456941877,22.802944373018853,-3.5421900672065547
2020-10-12,水生根茎类,38.333,37.940595351993764,-7.133097357593029,7.5255020055992645
2020-10-13,水生根茎类,50.519,37.91894495530348,14.749285374337811,-2.1492303296412913
2020-10-14,水生根茎类,46.207,37.89729443999529,15.514450311783731,-7.204744751779025
2020-10-15,水生根茎类,42.162,37.87564374555484,12.160229857203925,-7.8738736027587635
2020-10-16,水生根茎类,58.973,37.8539928239427,22.76962568974314,-1.650618513685835
2020-10-17,水生根茎类,87.12,37.832341640185284,43.34296493567641,5.944693424138308
2020-10-18,水生根茎类,79.338,37.81069016339089,28.764411276656965,12.762898559952141
2020-10-19,水生根茎类,40.6,37.78903835433596,1.7729463191252446,1.0380153265387975
2020-10-20,水生根茎类,49.434,37.7673861587192,11.367764458592417,0.2988493826883811
2020-10-21,水生根茎类,21.201,37.745733518697115,-2.817492749063292,-13.727240769633823
2020-10-22,水生根茎类,35.917,37.72408038107645,5.053706762515304,-6.86078714359175
2020-10-23,水生根茎类,30.801,37.70242671170019,-3.681328667660643,-3.2200980440395526
2020-10-24,水生根茎类,67.932,37.680772490820836,28.366070869131157,1.8851566400480095
2020-10-25,水生根茎类,71.16,37.65911770569687,26.20040295105845,7.300479343244675
2020-10-26,水生根茎类,20.666,37.637462342265366,-21.154842360795655,4.183380018530286
2020-10-27,水生根茎类,21.273,37.6158063783651,-14.787327255223083,-1.555479123142014
2020-10-28,水生根茎类,32.418,37.594149787278944,6.983611334212223,-12.159761121491169
2020-10-29,水生根茎类,15.828,37.57249254814686,-7.634514717238875,-14.109977830907987
2020-10-30,水生根茎类,18.769000000000002,37.550834660367194,-6.455044533024183,-12.32679012734301
2020-10-31,水生根茎类,79.265,37.529176148646506,32.45270383009682,9.283120021256671
2020-11-01,水生根茎类,71.332,37.507517055743556,28.193186229450934,5.631296714805508
2020-11-02,水生根茎类,15.053,37.48585741858376,-11.62958503263201,-10.80327238595175
2020-11-03,水生根茎类,15.727,37.464197270832436,-6.983585176852183,-14.753612093980252
2020-11-04,水生根茎类,18.183,37.442536663797306,-1.5529921195284666,-17.70654454426884
2020-11-05,水生根茎类,8.347,37.42087567677522,-8.790139786475525,-20.283735890299695
2020-11-06,水生根茎类,13.443,37.39921442274173,-10.350019461278224,-13.606194961463505
2020-11-07,水生根茎类,71.413,37.377553050792415,27.411039855751138,6.6244070934564405
2020-11-08,水生根茎类,58.207,37.355891734074575,21.62416469293056,-0.7730564270051303
2020-11-09,水生根茎类,14.579,37.33423064722727,-14.911617435628525,-7.843613211598747
2020-11-10,水生根茎类,12.103,37.312569971093176,-12.682137762697698,-12.527432208395478
2020-11-11,水生根茎类,17.155,37.29090990440557,-4.352563852868369,-15.783346051537197
2020-11-12,水生根茎类,15.951,37.26925067245165,-9.969222951346293,-11.349027721105355
2020-11-13,水生根茎类,13.766,37.24759253137716,-23.200282886071857,-0.2813096453052992
2020-11-14,水生根茎类,58.127,37.225935761429824,-9.867397547051759,30.768461785621938
2020-11-15,水生根茎类,45.353,37.20428064449565,3.7551903061579273,4.3935290493464265
2020-11-16,水生根茎类,14.450000000000001,37.18262743273341,-59.19273958009268,36.46011214735927
2020-11-17,水生根茎类,24.762,37.16097636023122,-9.137648465178605,-3.2613278950526094
2020-11-18,水生根茎类,19.171,37.13932762468426,-8.104934149144247,-9.863393475540015
2020-11-19,水生根茎类,22.977,37.11768142521716,-4.1649565215446,-9.975724903672557
2020-11-20,水生根茎类,22.48,37.096037981630694,-14.88804554359541,0.2720075619647204
2020-11-21,水生根茎类,95.789,37.07439753391186,49.92928658256369,8.785315883524447
2020-11-22,水生根茎类,67.538,37.0527603283016,32.685855447898135,-2.20061577619974
2020-11-23,水生根茎类,34.987,37.03112660770106,4.796019358125887,-6.840145965826949
2020-11-24,水生根茎类,44.692,37.00949662326329,15.312942242507205,-7.630438865770493
2020-11-25,水生根茎类,38.697,36.98787064343773,14.653615658759664,-12.94448630219739
2020-11-26,水生根茎类,24.099,36.96624895818396,-4.483113115165049,-8.38413584301891
2020-11-27,水生根茎类,23.178,36.94463188458446,-16.119581106107955,2.3529492215234953
2020-11-28,水生根茎类,30.289,36.923019760507465,-9.440471101383345,2.8064513408758813
2020-11-29,水生根茎类,31.494,36.901412930928466,-5.730942589358365,0.3235296584298979
2020-11-30,水生根茎类,18.480999999999998,36.879811745093285,-15.190493753229934,-3.2083179918633533
2020-12-01,水生根茎类,25.029,36.8582165604495,-19.085609915191696,7.256393354742194
2020-12-02,水生根茎类,22.979,36.83662774466281,-4.685497839227118,-9.172129905435696
2020-12-03,水生根茎类,35.348,36.81504566930706,7.417718520680588,-8.88476418998765
2020-12-04,水生根茎类,87.25,36.7934707263534,34.5895469189498,15.866982354696802
2020-12-05,水生根茎类,43.518,36.77190332585975,7.908089432078843,-1.1619927579385987
2020-12-06,水生根茎类,93.761,36.75034387165474,42.44208593859578,14.568570189749472
2020-12-07,水生根茎类,60.127,36.72879276946271,14.708649998436988,8.689557232100306
2020-12-08,水生根茎类,78.345,36.70725041481137,25.982315323202787,15.655434261985846
2020-12-09,水生根茎类,39.897,36.68571719294859,29.88468765691424,-26.67340484986283
2020-12-10,水生根茎类,48.448,36.664193484682336,15.676379007610958,-3.89257249229329
2020-12-11,水生根茎类,55.726,36.64267970891828,10.854982034404411,8.228338256677304
2020-12-12,水生根茎类,71.47,36.62117630503406,26.447329081520735,8.401494613445202
2020-12-13,水生根茎类,73.578,36.599683711377835,20.81160625067874,16.16671003794343
2020-12-14,水生根茎类,65.517,36.578202358806394,24.851953659594496,4.0868439815991024
2020-12-15,水生根茎类,51.769,36.55673266443677,12.37273497842477,2.8395323571384594
2020-12-16,水生根茎类,47.282,36.53527504420437,11.570270895727077,-0.8235459399314493
2020-12-17,水生根茎类,47.929,36.51382991926354,19.190060983491563,-7.774890902755104
2020-12-18,水生根茎类,63.362,36.49239772327006,19.67696393352706,7.192638343202887
2020-12-19,水生根茎类,86.825,36.47097890793467,44.642776464736684,5.711244627328647
2020-12-20,水生根茎类,77.313,36.4495739271867,30.095855510013276,10.767570562800024
2020-12-21,水生根茎类,48.468,36.42818323265822,6.215852629665162,5.823964137676619
2020-12-22,水生根茎类,38.698,36.40680726909923,-6.89704654175588,9.188239272656645
2020-12-23,水生根茎类,43.83,36.385446477723654,9.653303128723426,-2.2087496064470784
2020-12-24,水生根茎类,61.823,36.3641012969359,40.603582376770085,-15.144683673705984
2020-12-25,水生根茎类,65.984,36.34277218010424,26.860324124790967,2.78090369510479
2020-12-26,水生根茎类,103.905,36.32145961081408,56.425323380848745,11.158217008337175
2020-12-27,水生根茎类,93.232,36.30016408174151,50.18774481476887,6.744091103489623
2020-12-28,水生根茎类,63.262,36.27888607929782,21.38743859388475,5.595675326817428
2020-12-29,水生根茎类,54.924,36.25762608677503,23.42956027314622,-4.763186359921253
2020-12-30,水生根茎类,75.742,36.23638459061639,47.56146028161026,-8.055844872226643
2020-12-31,水生根茎类,73.305,36.21516209588865,29.941317664678067,7.148520239433289
2021-01-01,水生根茎类,91.569,36.19395912971342,54.71592757790376,0.6591132923828198
2021-01-02,水生根茎类,102.214,36.17277622459115,59.62265772411699,6.4185660512918545
2021-01-03,水生根茎类,76.505,36.15161392021133,34.26732459479764,6.086061484991021
2021-01-04,水生根茎类,68.248,36.13047275803238,29.396598918577133,2.7209283233904884
2021-01-05,水生根茎类,89.144,36.10935328087291,37.27700071340463,15.757646005722464
2021-01-06,水生根茎类,49.852,36.08825603313973,12.551821214823129,1.2119227520371396
2021-01-07,水生根茎类,54.723,36.06718154873113,21.73993171814482,-3.0841132668759457
2021-01-08,水生根茎类,53.903999999999996,36.04613036804579,15.71683246577491,2.141037166179295
2021-01-09,水生根茎类,90.49,36.02510304763484,37.78069089944739,16.68420605291776
2021-01-10,水生根茎类,79.563,36.004100149593484,20.480157514378845,23.078742336027673
2021-01-11,水生根茎类,47.911,35.98312221643498,-28.18991508495443,40.11779286851946
2021-01-12,水生根茎类,55.595,35.96216974934642,22.42423808907682,-2.791407838423247
2021-01-13,水生根茎类,40.616,35.94124319472643,11.52088112359521,-6.8461243183216425
2021-01-14,水生根茎类,43.51,35.92034300054067,6.254322004089556,1.3353349953697702
2021-01-15,水生根茎类,51.428,35.899469635411315,7.304548254557382,8.2239821100313
2021-01-16,水生根茎类,82.624,35.8786235761525,34.065226179674184,12.680150244173312
2021-01-17,水生根茎类,67.482,35.857805292903365,24.864348645331194,6.759846061765444
2021-01-18,水生根茎类,48.095,35.83701524166393,14.537256602211409,-2.2792718438753354
2021-01-19,水生根茎类,42.265,35.81625387457372,13.168458056999821,-6.7197119315735385
2021-01-20,水生根茎类,44.546,35.79552165785885,16.5584522319058,-7.80797388976465
2021-01-21,水生根茎类,48.089,35.77481908347755,22.673401587193506,-10.35922067067106
2021-01-22,水生根茎类,48.728,35.75414667488578,14.381319374255927,-1.4074660491417106
2021-01-23,水生根茎类,66.893,35.73350498955117,40.62601156673109,-9.466516556282258
2021-01-24,水生根茎类,88.664,35.71289461055277,52.99651243336107,-0.04540704391384054
2021-01-25,水生根茎类,86.892,35.692316153548106,56.480957607354924,-5.281273760903034
2021-01-26,水生根茎类,59.222,35.671770258517356,68.08549516969161,-44.535265428208966
2021-01-27,水生根茎类,50.075,35.65125761203338,73.436016388973,-59.01227400100638
2021-01-28,水生根茎类,58.18,35.630779023283004,89.13083760375898,-66.58161662704198
2021-01-29,水生根茎类,48.372,35.610335474320024,13.043691714442586,-0.282027188762612
2021-01-30,水生根茎类,39.938,35.58992811973419,5.497441444760658,-1.1493695644948474
2021-01-31,水生根茎类,47.573,35.56955818555088,0.5016665130058047,11.501775301443317
2021-02-01,水生根茎类,50.34,35.549226940307165,14.474164304173994,0.3166087555188426
2021-02-02,水生根茎类,47.323,35.52893568050195,-5.425347070152171,17.21941138965022
2021-02-03,水生根茎类,36.091,35.508685738857324,14.056392260352785,-13.47407799921011
2021-02-04,水生根茎类,61.4,35.488478474910735,25.258973440848486,0.6525480842407774
2021-02-05,水生根茎类,56.39,35.468315317841366,16.834509528955074,4.08717515320356
2021-02-06,水生根茎类,55.472,35.44819775712027,17.623340056237954,2.400462186641775
2021-02-07,水生根茎类,101.527,35.4281273339716,56.51397934273064,9.584893323297756
2021-02-08,水生根茎类,124.55,35.408105642640905,72.4135858383695,16.728308518989593
2021-02-09,水生根茎类,211.431,35.388134317578825,154.44832446747,21.594541214951185
2021-02-10,水生根茎类,296.79200000000003,35.36821501676997,223.059542861736,38.364242121494065
2021-02-13,水生根茎类,50.0,35.34834940268897,12.768510950061225,1.8831396472498056
2021-02-14,水生根茎类,65.073,35.32853912585742,32.59597892367121,-2.851518049528636
2021-02-15,水生根茎类,68.394,35.30878589007096,28.526261081114097,4.558953028814948
2021-02-16,水生根茎类,67.819,35.28909147968843,30.345335811919,2.1845727083925723
2021-02-17,水生根茎类,53.632,35.26945775356015,16.179547972469955,2.1829942739698964
2021-02-18,水生根茎类,62.327,35.24988665094547,25.989226797110298,1.08788655194423
2021-02-19,水生根茎类,73.044,35.230380198526746,37.421039556604285,0.3925802448689666
2021-02-20,水生根茎类,60.612,35.21094051869705,22.60948795799771,2.791571523305244
2021-02-21,水生根茎类,38.554,35.19156983649252,4.837728104312952,-1.4752979408054685
2021-02-22,水生根茎类,40.444,35.17227048370546,2.7169401662455037,2.5547893500490346
2021-02-23,水生根茎类,44.084,35.15304491134215,5.441444994004297,3.4895100946535536
2021-02-24,水生根茎类,54.382,35.13389569017822,21.15807127683634,-1.9099669670145616
2021-02-25,水生根茎类,74.027,35.11482551687767,37.043499294541135,1.868675188581193
2021-02-26,水生根茎类,72.508,35.09583723100478,35.54304803157683,1.8691147374183856
2021-02-27,水生根茎类,45.651,35.07693381812897,11.64188322885645,-1.067817046985418
2021-02-28,水生根茎类,49.705,35.05811841786836,7.125683840335151,7.521197741796492
2021-03-01,水生根茎类,29.048,35.0393943344502,-4.768080451336255,-1.2233138831139456
2021-03-02,水生根茎类,46.406,35.02076503260841,11.330281523560464,0.054953443831124105
2021-03-03,水生根茎类,20.757,35.00223416072759,-14.989909767955366,0.7446756072277765
2021-03-04,水生根茎类,28.177,34.98380556192284,-0.28266421181801676,-6.524141350104827
2021-03-05,水生根茎类,35.138,34.96548328538394,8.973694642700146,-8.801177928084087
2021-03-06,水生根茎类,61.735,34.947271614447814,25.069671386105227,1.7180569994469579
2021-03-07,水生根茎类,36.889,34.92917508047024,-2.8800903299405145,4.83991524947028
2021-03-08,水生根茎类,26.921,34.911198446025296,-9.068093558446623,1.0778951124213307
2021-03-09,水生根茎类,42.608,34.89334670040072,0.4653409897250378,7.249312309874242
2021-03-10,水生根茎类,24.891000000000002,34.87562506921542,-11.266479134967797,1.281854065752384
2021-03-11,水生根茎类,31.801,34.858039009526216,-0.9043774107574949,-2.1526615987687236
2021-03-12,水生根茎类,21.764,34.84059422627316,-9.171192819935518,-3.9054014063376457
2021-03-13,水生根茎类,47.086,34.823296687923914,9.41807638234993,2.8446269297261537
2021-03-14,水生根茎类,30.295,34.80615262868987,-5.5560916352710406,1.044939006581167
2021-03-15,水生根茎类,22.597,34.789168529288645,-12.63302609107208,0.4408575617834387
2021-03-16,水生根茎类,19.772,34.772351109782385,-9.827238812780605,-5.173112297001779
2021-03-17,水生根茎类,19.493,34.75570732425384,-13.82605516359791,-1.4366521606559317
2021-03-18,水生根茎类,20.852,34.73924435764579,-5.183001443628134,-8.704242914017655
2021-03-19,水生根茎类,39.292,34.7229696022385,11.886435001005516,-7.3174046032440145
2021-03-20,水生根茎类,39.984,34.70689064617046,6.507910226990196,-1.2308008731606535
2021-03-21,水生根茎类,41.705,34.69101523440239,7.2165745332936275,-0.20258976769601844
2021-03-22,水生根茎类,10.113,34.675351203519305,-21.469744553339176,-3.09260665018013
2021-03-23,水生根茎类,13.349,34.65990641949692,-19.718212589034362,-1.592693830462558
2021-03-24,水生根茎类,14.013,34.64468871610179,-11.162183477683296,-9.469505238418492
2021-03-25,水生根茎类,15.827,34.62970581761625,-9.814146934159902,-8.988558883456346
2021-03-26,水生根茎类,40.178,34.61496526736198,9.507386333910176,-3.9443516012721602
2021-03-27,水生根茎类,43.191,34.60047431946074,7.337238606434527,1.2532870741047404
2021-03-28,水生根茎类,30.71,34.58623979179637,-5.005435128605532,1.1291953368091612
2021-03-29,水生根茎类,15.5,34.572267899017554,-12.339143116958466,-6.733124782059086
2021-03-30,水生根茎类,14.905,34.558564088434245,-12.750208959809651,-6.903355128624597
2021-03-31,水生根茎类,19.503,34.54513287970777,-11.447474825437927,-3.5946580542698428
2021-04-01,水生根茎类,20.743,34.53197766192638,-9.164952225963422,-4.624025435962963
2021-04-02,水生根茎类,37.764,34.51910045307292,10.11319245988908,-6.868292912961998
2021-04-03,水生根茎类,38.786,34.506501648473105,8.939629968177949,-4.66013161665105
2021-04-04,水生根茎类,33.95,34.49417974947645,-0.3528085633102861,-0.19137118616616533
2021-04-05,水生根茎类,24.241,34.488508283057854,-13.055153877124521,2.8076455940666705
2021-04-06,水生根茎类,3.622,34.48302290617368,-31.891977338556906,1.0309544323832256
2021-04-07,水生根茎类,17.735,34.477717374183015,-20.55343335091823,3.81071597673521
2021-04-08,水生根茎类,9.582,34.472585153028646,-23.71603072078851,-1.1745544322401358
2021-04-09,水生根茎类,29.704,34.46761920045899,-2.995087326376403,-1.7685318740825906
2021-04-10,水生根茎类,22.753,34.462812376031906,-15.908930801981203,4.199118425949294
2021-04-11,水生根茎类,22.196,34.45815765940878,-13.72357264306356,1.4614149836547767
2021-04-12,水生根茎类,4.178,34.45364789131282,-29.707166801825725,-0.5684810894870935
2021-04-13,水生根茎类,5.553,34.44927520218095,-30.72703905112352,1.830763848942567
2021-04-14,水生根茎类,19.197,34.44503054592779,-16.490525358293223,1.242494812365429
2021-04-15,水生根茎类,17.098,34.44090352494883,-15.150786786128807,-2.192116738820026
2021-04-16,水生根茎类,19.018,34.4368836959967,-15.829809213688948,0.41092551769224883
2021-04-17,水生根茎类,35.302,34.4329610829169,-3.9382583692137056,4.807297286296809
2021-04-18,水生根茎类,22.237,34.42912609030506,-13.250639054373206,1.058512964068143
2021-04-19,水生根茎类,12.658,34.42536913654047,-23.174100965037834,1.4067318284973638
2021-04-20,水生根茎类,12.167,34.42168032234529,-23.791643158880674,1.5369628365353876
2021-04-21,水生根茎类,13.078,34.4180497172815,-23.44725981284051,2.1072100955590116
2021-04-22,水生根茎类,11.64,34.41446782906709,-22.578282580884586,-0.19618524818250194
2021-04-23,水生根茎类,10.413,34.41092579222197,-26.312699405519535,2.314773613297568
2021-04-24,水生根茎类,17.178,34.40741534347054,-20.355179224610467,3.1257638811399246
2021-04-25,水生根茎类,11.454,34.40392887934464,-23.45788672256679,0.507957843222151
2021-04-26,水生根茎类,11.871,34.400459362870556,-23.522478800983066,0.9930194381125119
2021-04-27,水生根茎类,9.127,34.39700032042065,-26.632955591999377,1.362955271578727
2021-04-28,水生根茎类,7.359,34.393545628768024,-27.158482416228892,0.12393678746087033
2021-04-29,水生根茎类,8.818,34.390089900717264,-25.42688774792316,-0.14520215279410564
2021-04-30,水生根茎类,14.856,34.386629776820755,-18.317339032822176,-1.2132907439985772
2021-05-01,水生根茎类,18.075,34.38316467942947,-16.05266776585762,-0.25549691357184656
2021-05-02,水生根茎类,17.439,34.37969665910469,-18.95087728072026,2.010180621615568
2021-05-03,水生根茎类,18.743000000000002,34.376228372621206,-16.552808393785686,0.9195800211644851
2021-05-04,水生根茎类,8.799,34.3727623259856,-27.71429165759017,2.1405293316045757
2021-05-05,水生根茎类,15.352,34.36930035338019,-22.23083186308069,3.213531509700502
2021-05-06,水生根茎类,5.992,34.36584393990107,-28.8201014143152,0.4462574744141321
2021-05-07,水生根茎类,6.436,34.36239401687473,-27.11576347288134,-0.8106305439933905
2021-05-08,水生根茎类,11.457,34.358951797613244,-23.60081867006625,0.69886687245301
2021-05-09,水生根茎类,21.145,34.355518648437624,-15.53010478249907,2.3195861340614456
2021-05-10,水生根茎类,8.06,34.35209584455616,-26.80212696054542,0.510031115989257
2021-05-11,水生根茎类,8.963000000000001,34.34868446504154,-25.162715619969795,-0.22296884507174752
2021-05-12,水生根茎类,6.081,34.34528509159152,-28.586205021704682,0.321919930113161
2021-05-13,水生根茎类,14.949,34.341897620958285,-18.76893178231889,-0.6239658386393927
2021-05-14,水生根茎类,11.411999999999999,34.33852093418446,-22.6077263609379,-0.3187945732465636
2021-05-15,水生根茎类,12.399000000000001,34.335152736675184,-23.303587536813346,1.367434800138163
2021-05-16,水生根茎类,6.386,34.33179079803853,-28.37435134139491,0.42856054335637594
2021-05-17,水生根茎类,5.011,34.328433214695345,-30.5896790121159,1.2722457974205597
